Authors,Year,studyID,Lat,Long,Location,FireRegime,Duration,Ecosystem,Fire_Type,TSF,PlotSize(m^2),crustType,Exp.Type,aridity,avg_avg_c,avg_max_c,avg_min_c,avg_precip,avg_rad,avg_vapor,avg_wind,Burn.Cover,Burn.n,Burn.se,Cont.Cover,Cont.n,Cont.se,CrustCover
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,cyanobacteria/algae,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,18,10,3.8,18
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,bryophyte,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,7.5,10,1.8,7.5
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0.63,10,0.63,0.63
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,1.3,10,1.3,1.3
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,3.8,10,2.1,3.8
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,17,10,5.6,17
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,cyanobacteria/algae,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,4.4,10,1.1,4.4
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,bryophyte,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,1.3,10,0.83,1.3
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,4.4,10,1.6,4.4
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,cyanobacteria/algae,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,53,10,4.7,53
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,bryophyte,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,11.8,10,2.9,11.8
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,1.3,10,0.83,1.3
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0,10,0,0
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,5.6,10,2.5,5.6
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,3.8,10,3.8,3.8
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,2.5,10,1.7,2.5
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,0,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,12,10,2.7,12
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,cyanobacteria/algae,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,47,10,6.1,47
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,bryophyte,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,6.3,10,2.2,6.3
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0.63,10,0.63,0.63
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,2.5,10,1,2.5
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,16,10,3.5,16
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,2.5,10,2.5,2.5
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,0.63,10,0.63,0.63
Aanderud et al. ,2019,Aanderud et al. 2019,40.09095,-112.3051,Utah,IV,medium,Shrubland,Prescribed,12,LineIntercept,lichen,BurnControl,1702,9.087,17.0479,1.1289,28,10406,0.555,3.2579,0,10,0,3.1,10,1.4,3.1
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.01,30,0.01,1.2,300,0.9,1.21
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.8,30,0.5,0.01,300,0.01,0.81
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.01,30,0.01,0.01,300,0.01,0.02
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.8,30,0.8,1.1,300,1.1,1.9
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.3,30,0.3,0,300,0,0.3
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,bryophyte,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,18.7,30,4.7,25.6,300,5.7,44.3
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,4,30,2,6.3,300,2.1,10.3
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,6.7,30,2.5,6.5,300,2.6,13.2
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.01,30,0.01,0.6,300,0.6,0.61
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0,30,0,0.01,300,0.01,0.01
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0,30,0,0.01,300,0.01,0.01
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0,30,0,0.4,300,0.4,0.4
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,0.7,30,0.7,1.1,300,1.1,1.8
Bowker et al. ,2004,Bowker et al. 2004,45.6,-116.5,Oregon,IV,medium,Grassland,Wildfire,11,LineIntercept,lichen,BurnControl,3571,7.108580112,12.29839993,1.919749975,46,14279,0.614296019,2.4792099,2.4,30,1.4,1.7,300,1.7,4.1
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,lichen,BurnControl,,,,,,,,,0.6,5,2.6,1.7,5,3.2,2.3
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,lichen,BurnControl,,,,,,,,,0,5,0,0.3,5,1.3,0.3
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,bryophyte,BurnControl,,,,,,,,,2.3,5,3.8,27.9,5,26.2,30.2
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,bryophyte,BurnControl,,,,,,,,,13.7,5,13.7,11.9,5,18.9,25.6
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,bryophyte,BurnControl,,,,,,,,,0.3,5,0.7,0,5,0,0.3
Calabria et al. ,2016,Calabria et al. 2016,46.862802,-128.8474434,Washington,V,long,Grassland,Wildfire,7,0.1,bryophyte,BurnControl,,,,,,,,,0.1,5,0.5,0.2,5,1.3,0.3
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,lichen,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0,5,0,32.1,5,30.7,32.1
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,lichen,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0.6,5,1.9,0.3,5,0.7,0.9
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0.2,5,0.7,7.9,5,16,8.1
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,25.6,5,16.5,24.8,5,24.3,50.4
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,2.4,5,7.9,0,5,0,2.4
Calabria et al. ,2016,Calabria et al. 2016,46.9036076,-123.05028,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,15361,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0.1,5,0.5,0,5,0,0.1
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,lichen,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,0,5,0,1.5,5,2.9,1.5
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,lichen,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,0,5,0,4.2,5,7.5,4.2
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,15.4,5,15.4,5.9,5,5.9,21.3
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,5.9,5,8.3,24.1,5,18.8,30
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,0.1,5,0.5,0,5,0,0.1
Calabria et al. ,2016,Calabria et al. 2016,46.831527,-123.0226644,Washington,V,long,Grassland,Wildfire,17,0.1,bryophyte,BurnControl,14188,10.30060005,15.34490013,5.255000114,122,11568,0.990101993,2.724829912,0.4,5,1.2,1.5,5,6.2,1.9
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0,5,0,0.8,5,4.4,0.8
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0,5,0,2.7,5,5,2.7
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0,5,0,0.2,5,0.7,0.2
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,0,5,0,6.6,5,16.7,6.6
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,42.2,5,17.7,49.3,5,24.7,91.5
Calabria et al. ,2016,Calabria et al. 2016,46.865861,-123.041178,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,14338,9.724829674,14.46969986,4.979959965,133,11508,0.960982978,2.959500074,10.2,5,10.8,0,5,0,10.2
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,0,5,0,23.9,5,31.8,23.9
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,0,5,0,2.1,5,4,2.1
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,lichen,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,0,5,0,0.1,5,0.5,0.1
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,0.1,5,0.2,2.8,5,8.2,2.9
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,40.8,5,26.6,38.3,5,28.3,79.1
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,2.7,5,4.1,0,5,0,2.7
Calabria et al. ,2016,Calabria et al. 2016,46.891028,-123.873327,Washington,V,long,Grassland,Wildfire,19,0.1,bryophyte,BurnControl,29009,9.935400009,14.22710037,5.643080235,197,11297,1.021409988,3.906490088,0.1,5,0.5,0.2,5,0.7,0.3
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,24,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,11.724,28,3.793,23.793,28,4.827,35.517
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,24,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,8.448,28,1.896,23.793,28,4.827,32.241
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,24,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,3.956,28,1.552,23.793,28,4.827,27.749
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,48,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,9.827,28,3.448,25.172,28,8.621,34.999
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,48,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,5.517,28,2.414,25.172,28,8.621,30.689
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,48,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,2.413,28,1.207,25.172,28,8.621,27.585
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,72,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,5.517,28,2.931,12.0689,28,4.8276,17.5859
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,72,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,4.9999,28,1.8971,12.0689,28,4.8276,17.0688
Davies and Dean,2019,Davies and Dean 2019,44.48,-121.1,Oregon,I,short,Shrubland,Prescribed,72,0.3721,unknown,BurnControl,2315,8.533900261,15.82439995,1.242670059,26,14611,0.658276975,3.365649939,1.724,28,0.689,12.0689,28,4.8276,13.7929
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,5.2,45,9.6,7.2,48,8.9,12.4
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,4.6,45,7,3.8,47,5.8,8.4
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,1.4,44,23,3.1,32,6,4.5
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,1.9,38,2,2.2,46,1.9,4.1
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,2.4,19,7.3,1.4,17,4.5,3.8
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.2,9,0.4,1,35,1.1,1.2
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.6,29,0.5,0.9,35,1.2,1.5
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.7,33,0.5,0.9,44,0.3,1.6
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,1.2,27,1.4,0.8,32,1,2
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.5,16,0.4,0.6,8,0.4,1.1
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,1.6,35,3.1,0.6,27,0.5,2.2
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,1.8,41,4.3,0.6,27,0.5,2.4
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.5,16,1,0.4,15,0.8,0.9
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.2,12,0.4,0.4,17,0.5,0.6
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.3,16,0.5,0.4,19,0.5,0.7
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.4,16,0.6,0.2,8,0.4,0.6
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.3,24,0.5,0.2,29,0.5,0.5
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.1,3,0.2,0.1,3,0.2,0.2
Dettweiler-Robinso et al. ,2013,Dettweiler-Robinso et al. 2013,46.2,-119.5,Washington,IV,medium,Shrubland,Wildfire,132,2,lichen,BurnControl,1606,10.89649963,17.31430054,4.478919983,17,14185,0.782791972,3.342809916,0.1,7,0.3,0.1,4,0.3,0.2
